scenario,seed,target_id,target_type,spawn_time,detection_time,detection_delay,assigned_uav,assignment_time,tracking_start,tracking_end,tracking_duration,loss_events,reacq_events,handover_events,localization_errors,avg_loc_error,tracking_accuracy,final_status,state_changes
Mixed (2S+2D+4TV),256,6,time_varying,0.2,15.099999999999962,14.899999999999963,5,15.099999999999962,15.199999999999962,23.20000000000006,8.000000000000098,0,0,0,0.0000,0.0,0.75,completed,1
Mixed (2S+2D+4TV),256,7,time_varying,0.2,,,,,,,0.0,0,0,0,0.0000,0.0,0.0,undiscovered,3
Mixed (2S+2D+4TV),999,0,static,0.2,14.199999999999966,13.999999999999966,8,14.199999999999966,14.299999999999965,22.300000000000047,8.000000000000082,0,0,0,0.0000,0.0,0.5625,completed,0
Mixed (2S+2D+4TV),999,1,static,0.2,20.000000000000014,19.800000000000015,5,20.000000000000014,20.100000000000016,28.10000000000013,8.000000000000114,0,0,0,0.0000,0.0,1.0,completed,0
Mixed (2S+2D+4TV),999,2,dynamic,0.2,63.80000000000064,63.600000000000634,3,63.80000000000064,63.90000000000064,72.00000000000018,8.099999999999547,0,0,0,0.0000,0.0,1.0,completed,0
Mixed (2S+2D+4TV),999,3,dynamic,0.2,10.799999999999978,10.599999999999978,8,10.799999999999978,10.899999999999977,62.80000000000062,51.900000000000645,1,1,0,0.0000,0.0,0.05825242718446602,completed,0
Mixed (2S+2D+4TV),999,4,time_varying,0.2,22.800000000000054,22.600000000000055,9,22.800000000000054,22.900000000000055,30.90000000000017,8.000000000000114,0,0,0,0.0000,0.0,1.0,completed,1
Mixed (2S+2D+4TV),999,5,time_varying,0.2,,,,,,,0.0,0,0,0,0.0000,0.0,0.0,undiscovered,3
Mixed (2S+2D+4TV),999,6,time_varying,0.2,21.500000000000036,21.300000000000036,1,21.500000000000036,21.600000000000037,29.60000000000015,8.000000000000114,0,0,0,0.0000,0.0,1.0,completed,1
Mixed (2S+2D+4TV),999,7,time_varying,0.2,0.2,0.0,6,0.2,0.30000000000000004,8.899999999999984,8.599999999999984,0,0,1,0.0000,0.0,0.625,completed,0
Mixed (0S+4D+4TV),42,0,dynamic,0.2,21.80000000000004,21.60000000000004,2,21.80000000000004,21.90000000000004,68.90000000000036,47.00000000000032,1,1,0,0.0000,0.0,0.043010752688172046,completed,0
Mixed (0S+4D+4TV),42,1,dynamic,0.2,47.70000000000041,47.500000000000405,8,47.70000000000041,47.80000000000041,55.80000000000052,8.000000000000114,0,0,0,0.0000,0.0,0.9411764705882353,completed,0
Mixed (0S+4D+4TV),42,2,dynamic,0.2,58.60000000000056,58.40000000000056,2,58.60000000000056,58.700000000000564,67.80000000000042,9.09999999999986,0,0,0,0.0000,0.0,0.8823529411764706,completed,0
Mixed (0S+4D+4TV),42,3,dynamic,0.2,12.499999999999972,12.299999999999972,3,12.499999999999972,12.599999999999971,20.600000000000023,8.000000000000052,0,0,0,0.0000,0.0,1.0,completed,0
Mixed (0S+4D+4TV),42,4,time_varying,0.2,,,,,,,0.0,0,0,0,0.0000,0.0,0.0,undiscovered,3
Mixed (0S+4D+4TV),42,5,time_varying,0.2,,,,,,,0.0,0,0,0,0.0000,0.0,0.0,undiscovered,3
Mixed (0S+4D+4TV),42,6,time_varying,0.2,13.999999999999966,13.799999999999967,7,13.999999999999966,14.099999999999966,22.100000000000044,8.000000000000078,0,0,1,0.0000,0.0,0.875,completed,1
Mixed (0S+4D+4TV),42,7,time_varying,0.2,0.2,0.0,6,0.2,0.30000000000000004,8.399999999999986,8.099999999999987,0,0,1,0.0000,0.0,0.6666666666666666,completed,0
Mixed (0S+4D+4TV),73,0,dynamic,0.2,4.100000000000001,3.9000000000000012,7,4.100000000000001,4.200000000000001,17.099999999999973,12.899999999999972,1,1,0,0.0000,0.0,0.3181818181818182,completed,0
Mixed (0S+4D+4TV),73,1,dynamic,0.2,21.00000000000003,20.80000000000003,6,21.00000000000003,21.10000000000003,29.100000000000144,8.000000000000114,0,0,0,0.0000,0.0,0.5294117647058824,completed,0
Mixed (0S+4D+4TV),73,2,dynamic,0.2,,,,,,,0.0,0,0,0,0.0000,0.0,0.0,undiscovered,0
Mixed (0S+4D+4TV),73,3,dynamic,0.2,2.9000000000000012,2.700000000000001,3,2.9000000000000012,3.0000000000000013,11.099999999999977,8.099999999999975,0,0,0,0.0000,0.0,1.0,completed,0
Mixed (0S+4D+4TV),73,4,time_varying,0.2,76.09999999999995,75.89999999999995,9,76.09999999999995,76.19999999999995,87.39999999999931,11.199999999999363,0,0,0,0.0000,0.0,0.6842105263157895,completed,2
Mixed (0S+4D+4TV),73,5,time_varying,0.2,64.10000000000063,63.90000000000063,8,64.10000000000063,64.20000000000063,72.30000000000017,8.09999999999954,0,0,0,0.0000,0.0,0.7142857142857143,completed,2
Mixed (0S+4D+4TV),73,6,time_varying,0.2,61.80000000000061,61.600000000000605,5,61.80000000000061,61.90000000000061,70.0000000000003,8.099999999999689,0,0,0,0.0000,0.0,1.0,completed,2
Mixed (0S+4D+4TV),73,7,time_varying,0.2,0.2,0.0,6,0.2,0.30000000000000004,8.399999999999986,8.099999999999987,0,0,0,0.0000,0.0,1.0,completed,0
Mixed (0S+4D+4TV),137,0,dynamic,0.2,6.299999999999994,6.099999999999993,9,6.299999999999994,6.399999999999993,,1.999999999999993,1,0,0,0.0000,0.0,0.032520325203252036,lost,0
Mixed (0S+4D+4TV),137,1,dynamic,0.2,6.8999999999999915,6.699999999999991,3,6.8999999999999915,6.999999999999991,15.099999999999962,8.099999999999971,0,0,0,0.0000,0.0,0.7857142857142857,completed,0
Mixed (0S+4D+4TV),137,2,dynamic,0.2,21.90000000000004,21.700000000000042,7,21.90000000000004,22.000000000000043,30.000000000000156,8.000000000000114,0,0,0,0.0000,0.0,1.0,completed,0
Mixed (0S+4D+4TV),137,3,dynamic,0.2,0.5,0.3,0,0.5,0.6,8.699999999999985,8.099999999999985,0,0,1,0.0000,0.0,1.0,completed,0
Mixed (0S+4D+4TV),137,4,time_varying,0.2,2.9000000000000012,2.700000000000001,8,2.9000000000000012,3.0000000000000013,11.099999999999977,8.099999999999975,0,0,0,0.0000,0.0,0.7857142857142857,completed,0
Mixed (0S+4D+4TV),137,5,time_varying,0.2,61.90000000000061,61.70000000000061,2,61.90000000000061,62.00000000000061,70.10000000000029,8.099999999999682,0,0,0,0.0000,0.0,1.0,completed,2
Mixed (0S+4D+4TV),137,6,time_varying,0.2,57.70000000000055,57.50000000000055,2,57.70000000000055,57.80000000000055,,4.90000000000007,1,0,0,0.0000,0.0,0.43478260869565216,lost,2
Mixed (0S+4D+4TV),137,7,time_varying,0.2,19.200000000000003,19.000000000000004,1,19.200000000000003,19.300000000000004,27.300000000000118,8.000000000000114,0,0,0,0.0000,0.0,0.9411764705882353,completed,1
Mixed (0S+4D+4TV),256,0,dynamic,0.2,68.2000000000004,68.0000000000004,6,68.2000000000004,68.3000000000004,,1.1999999999999318,1,0,0,0.0000,0.0,0.08108108108108109,lost,0
Mixed (0S+4D+4TV),256,1,dynamic,0.2,7.499999999999989,7.299999999999989,5,7.499999999999989,7.599999999999989,19.400000000000006,11.800000000000017,0,0,0,0.0000,0.0,0.5238095238095238,completed,0
Mixed (0S+4D+4TV),256,2,dynamic,0.2,39.60000000000029,39.40000000000029,2,39.60000000000029,39.700000000000294,47.70000000000041,8.000000000000114,0,0,0,0.0000,0.0,1.0,completed,0
Mixed (0S+4D+4TV),256,3,dynamic,0.2,,,,,,,0.0,0,0,0,0.0000,0.0,0.0,undiscovered,0
Mixed (0S+4D+4TV),256,4,time_varying,0.2,15.99999999999996,15.79999999999996,3,15.99999999999996,16.09999999999996,24.100000000000072,8.000000000000114,0,0,0,0.0000,0.0,1.0,completed,1
Mixed (0S+4D+4TV),256,5,time_varying,0.2,15.099999999999962,14.899999999999963,5,15.099999999999962,15.199999999999962,23.20000000000006,8.000000000000098,0,0,0,0.0000,0.0,0.75,completed,1
Mixed (0S+4D+4TV),256,6,time_varying,0.2,59.60000000000058,59.400000000000574,9,59.60000000000058,59.70000000000058,70.0000000000003,10.29999999999972,0,0,0,0.0000,0.0,0.631578947368421,completed,2
Mixed (0S+4D+4TV),256,7,time_varying,0.2,10.899999999999977,10.699999999999978,8,10.899999999999977,10.999999999999977,21.00000000000003,10.000000000000052,0,0,0,0.0000,0.0,0.631578947368421,completed,1
Mixed (0S+4D+4TV),999,0,dynamic,0.2,28.90000000000014,28.70000000000014,9,28.90000000000014,29.000000000000142,,5.200000000000074,1,0,0,0.0000,0.0,0.09649122807017543,lost,0
Mixed (0S+4D+4TV),999,1,dynamic,0.2,,,,,,,0.0,0,0,0,0.0000,0.0,0.0,undiscovered,0
Mixed (0S+4D+4TV),999,2,dynamic,0.2,9.89999999999998,9.699999999999982,9,9.89999999999998,9.99999999999998,18.29999999999999,8.30000000000001,0,0,0,0.0000,0.0,0.9333333333333333,completed,0
Mixed (0S+4D+4TV),999,3,dynamic,0.2,13.599999999999968,13.399999999999968,3,13.599999999999968,13.699999999999967,21.70000000000004,8.000000000000071,0,0,0,0.0000,0.0,0.75,completed,0
Mixed (0S+4D+4TV),999,4,time_varying,0.2,,,,,,,0.0,0,0,0,0.0000,0.0,0.0,undiscovered,3
Mixed (0S+4D+4TV),999,5,time_varying,0.2,21.500000000000036,21.300000000000036,1,21.500000000000036,21.600000000000037,29.60000000000015,8.000000000000114,0,0,0,0.0000,0.0,1.0,completed,1
Mixed (0S+4D+4TV),999,6,time_varying,0.2,0.2,0.0,6,0.2,0.30000000000000004,8.899999999999984,8.599999999999984,0,0,0,0.0000,0.0,0.375,completed,0
Mixed (0S+4D+4TV),999,7,time_varying,0.2,0.2,0.0,3,0.2,0.30000000000000004,8.399999999999986,8.099999999999987,0,0,0,0.0000,0.0,1.0,completed,0
